channel,mean_easy_uv,mean_edf_uv,median_easy_uv,median_edf_uv,variance_easy_uv2,variance_edf_uv2,std_easy_uv,std_edf_uv,mad_easy_uv,mad_edf_uv,iqr_easy_uv,iqr_edf_uv,ptp_easy_uv,ptp_edf_uv,pearson_raw,pearson_demeaned,spearman_raw,rmse_raw_uv,rmse_demeaned_uv,mean_abs_diff_raw_uv,mean_abs_diff_demeaned_uv,variance_ratio_easy_over_edf,drift_easy_uv_per_s,drift_edf_uv_per_s,slow_power_easy_0_0p5_uv2,slow_power_edf_0_0p5_uv2,delta_power_easy_0p5_4_uv2,delta_power_edf_0p5_4_uv2,quant_step_easy_uv,quant_step_edf_uv
Cz,35051.95153293333,-96.69118097049821,35055.903000000006,-100.02631895170518,14849.657600831597,348.68927565700886,121.85917118063621,18.673223494003622,137.43277784881934,16.25034371417379,185.78800000000774,22.497603250171665,704.9079999999958,131.87090217441065,0.0015176622443498807,0.0015176622443498747,0.04333813769862006,35148.858816036256,123.25355972496223,35148.642713903835,103.12353442414313,42.587078632835805,-24.282213003950464,0.13155642435673862,103.54793800127409,35.63789018054539,53.068615145617464,144.72676590238962,0.046999999998661224,0.0031139999999965084
C3,41437.31329973333,-45.149651459730926,41440.634,-47.708502601663234,7569.052531111768,476.45275217113965,87.00030190241738,21.827797694021715,94.23864481487442,20.38943900386556,128.51900000000023,27.799290341039132,584.4120000000039,168.21653984893567,-0.020874542657841715,-0.020874542657841656,0.00035864824777439756,41482.56088147096,90.13760502462611,41482.46295119306,73.81485587891696,15.886260487782845,-15.925945412102156,0.23306540295986286,53.293227804686204,46.866872128928385,43.98909139527117,184.1806840922178,0.046999999998661224,0.003287999999997737
